Tenant ID,Chemical ID,Chemical Name,CAS Number,No CAS Number?,Alternate ID,Is Ehs?,Pure or Mixture?,Is Solid?,Is Liquid?,Is Gas?,Is Trade Secret?,Density,Density Units,Physical Hazards,Health Hazards,Oregon Hazards,IFC Hazards,No Hazards - Not Reporting?,EHS Form,Needs Review?
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,03a1f46f-7eef-4386-831d-596de684311c,MOTORCRAFT SUPER DUTY MOTOR OIL SAE 10W-30,,TRUE,197772,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.863,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,61eed175-191a-4036-819f-46bb0ab81046,MOBIL 1 SYNTHETIC LV ATF HP,,TRUE,201530200560,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.835,KILOGRAMS_PER_LITER,,,,,FALSE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,d5cc0890-8248-4737-b9d5-d10da0f2a20e,Additive Friction Modifier,,TRUE,135454,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.912,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,f2f56f71-131c-4e0d-8d40-14d38c0c6f0e,Diesel Fuels,68476-34-6,FALSE,UPOl-18,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.82,KILOGRAMS_PER_LITER,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|CARCINOGENIC|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY|ASPIRATION_HAZARD,,FLAMMABLE,FALSE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,711943c2-d141-4218-b1d0-ff80b39975e6,MOBIL 1 ESP 0W-40,,TRUE,2015101010K1,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.845,KILOGRAMS_PER_LITER,,HAZARD_NOT_OTHERWISE_CLASSIFIED_HEALTH,,,TRUE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,3483a027-dfb5-402e-a4af-7fc1a5ff756f,PEAK Full Synthetic Motor Oil SAE 0W-20 SN/GF-5 Dexos 1 Gen 2,,TRUE,,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT,,,FALSE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,c2b42566-2de3-4d10-ba4f-75d6d44b4b11,ACDelco dexos1® Full Synthetic Motor Oil,64742-54-7,FALSE,831426,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,7.0,POUNDS_PER_GALLON,,,,,TRUE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,5a1a502f-ca7c-4294-be2c-4a1e58022d58,MERCON® V Automatic Transmission and Power Steering Fluid,,TRUE,184629,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,f8ca3b1e-cc71-45c8-b8c5-09e399614d05,MOBIL 1 5W-30,,TRUE,"201510101040, 481119-00",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.852,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION,,COMBUSTIBLE,FALSE,NONE,
63eeb0cb-92a1-4d6f-81cb-a49be32f27de,d2788d9e-c2d3-47c9-92b3-c8d8e35d7633,Battery Acid,7664-93-9,FALSE,PS-HTR-ST-40-E,TRUE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.285,KILOGRAMS_PER_LITER,CORROSIVE_TO_METAL,SKIN_IRRITANT|EYE_IRRITANT|CARCINOGENIC|SPECIFIC_TARGET_ORGAN_TOXICITY,,CORROSIVE,FALSE,NONE,
