Tenant ID,Facility Id,Chemical Id,Data Sheet URL
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,d2788d9e-c2d3-47c9-92b3-c8d8e35d7633,https://cdn.complyauto.com/safety/shared/safetyDataSheet/1b73d60f-2303-4daf-80c0-005ce0c6aeff.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,f2f56f71-131c-4e0d-8d40-14d38c0c6f0e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/d45a17e6-1a96-45b9-90da-999d4fd7f752.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,9d0e4066-42b6-40d8-b59f-c934453dd9cb,https://cdn.complyauto.com/safety/shared/safetyDataSheet/0a5123aa-555f-4856-875f-6edad595a11b.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,d5cc0890-8248-4737-b9d5-d10da0f2a20e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/42cd0019-c3e5-49a8-a2d2-4db958142828.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,9af4a39b-2220-46a6-9de3-d6a0368505b8,https://cdn.complyauto.com/safety/shared/safetyDataSheet/5898f70c-0ae2-4a5b-9865-70bf79618bfd.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,3a62db00-c23f-4f22-afe8-35069713d896,https://cdn.complyauto.com/safety/shared/safetyDataSheet/9297a11c-91a1-44c3-91f5-a9b2516b1b52.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,e8ddae35-79be-4042-8311-cd085af4e5c0,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/cfce1d9e-81fb-48f7-b97d-0a6cb99e1319.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=3fdd7ee944f646cbdce43705cdf18cfa2379fa24d76aced76782ff82ed8ae97e&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,323ff724-4866-4b0b-a261-ac4f037e7249,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/4cc30b7d-713f-453f-959a-cca161385286.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=b363c9cb247c8ab5adda605a3d521c70bd18cef9711e8f93c2e3e8faeca4b613&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,f991e501-20c7-43e9-9d38-430c5b5ed825,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/52d48f45-7b1f-4782-abfb-dfecc0ae2928.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=0034e7f464d44a340ccff21d79729b18a2401c2d585f7d79c1dfd203c491e039&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,3f8740a4-6734-4206-bef5-04dc5d677433,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/76ca79ae-2720-4153-8422-6751155b3191.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=5f96a8dd0f20d5efd331e78e0887081c48662be81151e838a108809d30616a28&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,7776d798-0e65-4543-98f7-63ab038582d6,https://cdn.complyauto.com/safety/shared/safetyDataSheet/e8a1bd3d-9bc7-41f1-9137-4dc3e8bbdcf7.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,8d20a027-1cba-47e8-90fc-5b3fc17aa292,https://cdn.complyauto.com/safety/shared/safetyDataSheet/bed23312-6191-4351-a6f7-040f041bf979.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,a03e0dc6-d67e-452d-a22f-781b4a400f0e,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/95fef05e-be93-44ce-b40f-754a42764cde.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=acc244b0dce3b54cddec74fb9a583b7aee180e52d4b0fcd60fafd33fadc70bec&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,73bba6ab-02de-4198-b537-fcab1d50279b,https://cdn.complyauto.com/safety/shared/safetyDataSheet/22eca097-5205-4430-b27b-7f3506074312.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,d8390965-2f21-4cc8-b899-5e80b5f7cfac,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/efd26e24-d358-4a9f-9d06-c65f7176c11d.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=8b289240bc726d30191b70a94f0c802ea927e44f1402190615e61b46d4118643&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,214088de-7213-4102-9bc5-3b1bc03dcffd,https://cdn.complyauto.com/safety/shared/safetyDataSheet/53e121d2-59b8-4f21-a867-f8226119a2df.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,ab982817-3837-4147-a7e9-738d5bd07bf4,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/161c5e92-2987-4fb9-85e0-7e9a176140a7.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=1274b3a9ea4fa79fa11472d84c155b40d77160957c9eabf2358c4c56ec87d9bd&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,a312bbce-f598-4771-b855-1fc28daf6631,https://cdn.complyauto.com/safety/shared/safetyDataSheet/16bac1bc-fca2-4acb-b0d1-465c99036de8.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,ccc98ff1-3b95-4e17-abff-9825bec16bd5,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/938e4bb2-f918-485c-a06c-cb3d427a3383.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=66e40d510150f4866aa381477708cbdbcdfa2067f62f2ada060e7cc04acdc92b&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,a5041a71-9fe2-44df-b7d2-127de8eb52c1,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/4b13f020-4354-495f-8950-c5b66638038d.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=6531f08b67f420bf04738b5c1ee5d43700329e37ce84a8a9fe2dd3da16862c7b&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,fe9a898e-7f0a-418d-a25e-1d636b9ff15e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/979abd36-7337-451a-af7a-3ff5b5ac4097.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,684544f5-14a8-4fa9-a53c-74b98d0ca3e0,https://cdn.complyauto.com/safety/shared/safetyDataSheet/933bd72d-a79e-461c-95bc-d1e77ced6ea7.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,f021e49a-0ee3-49fc-8741-2aa702fd7866,https://cdn.complyauto.com/safety/shared/safetyDataSheet/072aa29e-affd-447c-a49e-c44e98781824.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,8c6f990e-ef39-400b-bf25-05e8ed325445,https://cdn.complyauto.com/safety/shared/safetyDataSheet/4448dd7f-740f-4d20-b8be-e7894b5e51b8.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,046c5f34-13b7-4ae7-9b79-6a84eaf64c34,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/d39a719c-82b0-4ea7-8aaa-d8ffcbe4971b.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=293c7f9043d0fba14cf3346c0e4b84b5f42dea4e9e4cb36d029e45eb0f4d2f6f&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,77d7ccb0-0825-4d57-9d01-f6b1a5c4aa45,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/3e718b82-035d-435d-9395-69c6bb3779fe/safetyDataSheets/0eba67a9-01b9-4ad5-ba09-eae10c6e8a62.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205735Z&X-Amz-Expires=604800&X-Amz-Signature=879227e275be9fc9cd83b29790599a9444a06a42d4b737098394cb25822b8737&X-Amz-SignedHeaders=host&x-id=GetObject
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,5a1a502f-ca7c-4294-be2c-4a1e58022d58,https://cdn.complyauto.com/safety/shared/safetyDataSheet/1132f857-b6f3-431d-a105-f75cc7bac5ee.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,78b7d6d9-6c1b-4e8e-a275-0536e6007bc6,https://cdn.complyauto.com/safety/shared/safetyDataSheet/3d3150c9-2218-43bf-915f-3b13898f5979.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,3572a26e-f0b5-45a6-9f4b-537080ad01a7,https://cdn.complyauto.com/safety/shared/safetyDataSheet/778f045b-119f-496f-9d8c-f9143ea6ae07.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,b781b778-35bf-4841-8626-0c96dc552970,https://cdn.complyauto.com/safety/shared/safetyDataSheet/c85d6b0f-078d-4d4c-a381-b1e97f5944d1.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,ccd2f213-21c9-486a-9c1e-4bb426655d26,https://cdn.complyauto.com/safety/shared/safetyDataSheet/6e139491-fda5-4ef2-b304-1cd55df11626.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,18ceda4c-75fd-4b7e-b5e0-2122b92db8f0,https://cdn.complyauto.com/safety/shared/safetyDataSheet/606f0a87-50de-49f8-ac0b-994c3b25a596.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,f58c4f87-1b9f-4578-8dd7-794ad56adc35,https://cdn.complyauto.com/safety/shared/safetyDataSheet/fd622165-ef8a-4338-926e-0693f5aca0d7.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,30302f97-e033-4dcf-9844-2175d7db4872,https://cdn.complyauto.com/safety/shared/safetyDataSheet/6187ea0a-6db1-406b-b413-1bd7a1348f54.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,b540603f-d32a-44f4-9ec1-de6edf5822dd,https://cdn.complyauto.com/safety/shared/safetyDataSheet/22e01cd8-b58e-49f8-a937-f8e8346e2eb6.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,0835885d-6eae-47e8-87be-656b327ed17d,https://cdn.complyauto.com/safety/shared/safetyDataSheet/ba860041-e248-4f41-aecb-0ea0af8897d8.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,f6843fb5-b4fb-42f4-b50f-065170a20b7f,f5e52940-f35e-4e23-843b-539952704202,https://cdn.complyauto.com/safety/shared/safetyDataSheet/b79ca4c1-69e9-472b-8229-b57df585725b.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,11928744-6ab0-421b-836d-90d7038fc47a,d2788d9e-c2d3-47c9-92b3-c8d8e35d7633,https://cdn.complyauto.com/safety/shared/safetyDataSheet/1b73d60f-2303-4daf-80c0-005ce0c6aeff.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,11928744-6ab0-421b-836d-90d7038fc47a,f2f56f71-131c-4e0d-8d40-14d38c0c6f0e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/d45a17e6-1a96-45b9-90da-999d4fd7f752.pdf
3e718b82-035d-435d-9395-69c6bb3779fe,11928744-6ab0-421b-836d-90d7038fc47a,9d0e4066-42b6-40d8-b59f-c934453dd9cb,https://cdn.complyauto.com/safety/shared/safetyDataSheet/0a5123aa-555f-4856-875f-6edad595a11b.pdf
